ANO;MES;PERFIL_CARGA;TIPO_MERCADORIA;MOVIMENTACAO;NAVEGACAO;TIPO_INSTALACAO;TOTAL_TONELADAS;TOTAL_TEU;TOTAL_UNIDADE
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTAINRES;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTEINER;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTEINER;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTEINERES;;EXPORTACAO/LONGO CURSO;TUP;5.356;84;84
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTEINERES;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTEINERES;;IMPORT/EXPORT/LONGO CURSO;TUP;12.451;7521;54
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTEINERES/VARIOS;;EXPORTACAO/LONGO CURSO;TUP;9.649;891;18
2020;11;GRANEIS DE ORIGEM VEGETAL;CONTINEERES;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;ETANOL;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;304.543;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;ETANOL / ORTOXILENO / ESOLEM / PLURACT 9;;IMPORT/EXPORT/CABOTAGEM;PORTO ORGANIZADO;218.465;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;PDQ / ETHANOL;;IMPORT/EXPORT/CABOTAGEM;PORTO ORGANIZADO;181.137;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;PRODUTOS DIVERSOS;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;158.554;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;SODA CA AGUARRAS ISOLEM XILENO ORTOXILENO;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;125.208;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;VARIOS E CONTAINER;;EXPORTACAO/LONGO CURSO;TUP;634.150;0;0
2020;11;GRANEIS DE ORIGEM VEGETAL;VEICULOS;;EXPORTACAO/LONGO CURSO;TUP;1.215;777;6
2020;11;GRANEIS DE ORIGEM VEGETAL;VEICULOS;;IMPORT/EXPORT/LONGO CURSO;TUP;101.981;36589;768
2020;11;GRANEIS DE ORIGEM VEGETAL;VEICULOS / MAQUINAS / CARGA GERAL;;IMPORT/EXPORT/LONGO CURSO;TUP;33.507;7314;168
2020;11;GRANEIS DE ORIGEM VEGETAL;VEICULOS/MAFIS/MAQUINAS/CARGA GERAL;;IMPORT/EXPORT/LONGO CURSO;TUP;13.588;5145;150
2020;11;GRANEIS DE ORIGEM VEGETAL;VEICULOS/MAQUINAS/VLS;;EXPORTACAO/LONGO CURSO;TUP;3.415;2025;9
2020;11;GRANEIS DE ORIGEM VEGETAL;VEISCULOS / MAQUINAS / CAMINHOES;;IMPORT/EXPORT/LONGO CURSO;TUP;17.462;11760;30
2020;11;GRANEIS DE ORIGEM VEGETAL;VLS/ VCL/CC;;IMPORT/EXPORT/LONGO CURSO;TUP;8.565;6314;55
2020;11;GRANEIS DE ORIGEM VEGETAL;VLS/VRS/VCL;;IMPORT/EXPORT/LONGO CURSO;TUP;8.565;6314;55
2020;11;GRANEIS DE ORIGEM VEGETAL;VOLS/CC/MAQS;;IMPORT/EXPORT/LONGO CURSO;TUP;1.870;1200;72
2020;11;GRANEIS DE ORIGEM VEGETAL;VRS CC;;IMPORTACAO/LONGO CURSO;TUP;17.293;981;144
2020;11;LIQUIDOS A GRANEL;;;EXPORTACAO/LONGO CURSO;TUP;776.495;0;0
2020;12;CARGA GERAL;ACETATO ETILA/VERSENE;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;958.719;0;0
2020;12;CARGA GERAL;ACETATO ETILA/VERSENE;;IMPORT/EXPORT/LONGO CURSO;TUP;89.183;0;0
2020;12;CARGA GERAL;ACRILATO DE BUTILA ACIDO ACRILICO;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;18.620;0;0
2020;12;CARGA GERAL;ADIPONITRILA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;4.485;0;0
2020;12;CARGA GERAL;AGUARRAZ / PLURACT 9 / ORTOXILENO;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;36.749;0;0
2020;12;CARGA GERAL;BARRILHA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;239.042;0;0
2020;12;CARGA GERAL;CAM 27 NPK;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;335.340;0;0
2020;12;CARGA GERAL;CAN 27;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;126.001;0;0
2020;12;CARGA GERAL;CC/VCL/VOL/MAFI;;IMPORT/EXPORT/LONGO CURSO;TUP;2.740;972;24
2020;12;CARGA GERAL;CELULOSE;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;99.328;49664;64
2020;12;CARGA GERAL;CELULOSE;;EXPORTACAO/LONGO CURSO;TUP;297.984;148992;192
2020;12;CARGA GERAL;CLORETO DE POTASSIO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;277.308;0;0
2020;12;CARGA GERAL;CLORETO DE POTASSIO;;IMPORTACAO/LONGO CURSO;TUP;1.914.292;0;0
2020;12;CARGA GERAL;CLORETO DE POTASSIO GRANULADO;;IMPORTACAO/LONGO CURSO;TUP;990.484;0;0
2020;12;CARGA GERAL;CLORETO GRANULADO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.405.540;0;0
2020;12;CARGA GERAL;CLORETO POTASSIO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.930.575;0;0
2020;12;CARGA GERAL;CLORETO POTASSIO;;IMPORTACAO/LONGO CURSO;TUP;567.816;0;0
2020;12;CARGA GERAL;CONTAINER;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;CARGA GERAL;CONTEINERES;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;CARGA GERAL;CONTEINERS;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;CARGA GERAL;CUMENO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;44.043;0;0
2020;12;CARGA GERAL;DIESEL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.086.905;0;0
2020;12;CARGA GERAL;DIESEL S 500;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;624.837;0;0
2020;12;CARGA GERAL;DIESEL S10;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;140.590;0;0
2020;12;CARGA GERAL;DIESEL S10;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;739.403;0;0
2020;12;CARGA GERAL;EZOLEM / AGUARRAZ / ORTOXILENO / PLURACT 9/ALCOOL HIDRATADO;;IMPORT/EXPORT/CABOTAGEM;PORTO ORGANIZADO;61.452;0;0
2020;12;CARGA GERAL;FERTILIZANTE/MAP;;EXPORTACAO/LONGO CURSO;TUP;648.169;0;0
2020;12;CARGA GERAL;FERTILIZANTES MAP;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;452.759;0;0
2020;12;CARGA GERAL;G L P;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;95.109;0;0
2020;12;CARGA GERAL;GASOLINA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;6.741.669;0;0
2020;12;CARGA GERAL;GLP;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;143.281;0;0
2020;12;CARGA GERAL;GLP;;IMPORTACAO/MERCOSUL;PORTO ORGANIZADO;71.795;0;0
2020;12;CARGA GERAL;IPA;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;1.561.981;0;0
2020;12;CARGA GERAL;IPA;;IMPORT/EXPORT/LONGO CURSO;TUP;50.386;0;0
2020;12;CARGA GERAL;M E S 15;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;350.161;0;0
2020;12;CARGA GERAL;MAP;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;338.535;0;0
2020;12;CARGA GERAL;MAP SUPERFOSFATO TRIPLO;;IMPORTACAO/LONGO CURSO;TUP;839.511;0;0
2020;12;CARGA GERAL;MAP/NP/GTS;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;870.764;0;0
2020;12;CARGA GERAL;MDI / VERSENE / ETIL HEXANOL;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;1.561.981;0;0
2020;12;CARGA GERAL;MDI / VERSENE / ETIL HEXANOL;;IMPORT/EXPORT/LONGO CURSO;TUP;50.386;0;0
2020;12;CARGA GERAL;METANOL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;111.281;0;0
2020;12;CARGA GERAL;NEODOL / SODA CAUSTICA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;26.971;0;0
2020;12;CARGA GERAL;NEOFLO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;136.931;0;0
2020;12;CARGA GERAL;NITEN / NITRO 11 /NITRO ORION;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;946.462;0;0
2020;12;CARGA GERAL;NITRATO DE AMONIA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;934.891;0;0
2020;12;CARGA GERAL;NITRATO DE AMONIA;;IMPORTACAO/LONGO CURSO;TUP;350.584;0;0
2020;12;CARGA GERAL;NITRATO DE AMONIO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;139.241;0;0
2020;12;CARGA GERAL;OLEINA OLEO DE PALMA PKS ESTEARINA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;120.175;0;0
2020;12;CARGA GERAL;OLEO DE PALMA PKO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;27.833;0;0
2020;12;CARGA GERAL;OLEO DIESEL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.936.843;0;0
2020;12;CARGA GERAL;OLEO DIESEL S10;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.875.258;0;0
2020;12;CARGA GERAL;OLEO LUBRIFICANTE;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;14.593;0;0
2020;12;CARGA GERAL;OLEO LUBRIFICANTE;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;156.619;0;0
2020;12;CARGA GERAL;P D Q S;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;162.167;0;0
2020;12;CARGA GERAL;PDQ;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;116.363;0;0
2020;12;CARGA GERAL;PDQ DIVERSOS;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;1.561.981;0;0
2020;12;CARGA GERAL;PDQ DIVERSOS;;IMPORT/EXPORT/LONGO CURSO;TUP;50.386;0;0
2020;12;CARGA GERAL;POLISULFATO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;129.054;0;0
2020;12;CARGA GERAL;QUIMICOS DIVERSOS;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;1.097.093;0;0
2020;12;CARGA GERAL;ROCHA FOSFATICA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;717.786;0;0
2020;12;CARGA GERAL;SAL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;165.177;0;0
2020;12;CARGA GERAL;SAL A GRANEL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;679.346;0;0
2020;12;CARGA GERAL;SAL A GRANEL;;IMPORTACAO/LONGO CURSO;TUP;679.346;0;0
2020;12;CARGA GERAL;SODA CAUSTICA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;603.151;0;0
2020;12;CARGA GERAL;SODA CAUSTICA;;IMPORTACAO/LONGO CURSO;TUP;237.948;0;0
2020;12;CARGA GERAL;SULFATO AMONIO;;IMPORTACAO/LONGO CURSO;TUP;470.450;0;0
2020;12;CARGA GERAL;SULFATO DE AMONIA;;IMPORTACAO/LONGO CURSO;TUP;1.003.015;0;0
2020;12;CARGA GERAL;SULFATO DE AMONIO;;IMPORTACAO/LONGO CURSO;TUP;174.015;0;0
2020;12;CARGA GERAL;SULFATO DE SODIO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;2.795.371;1165816;2236
2020;12;CARGA GERAL;SULFATO DE SODIO;;IMPORTACAO/LONGO CURSO;TUP;240.057;162672;312
2020;12;CARGA GERAL;TRIGO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.038.136;0;0
2020;12;CARGA GERAL;UAN;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;80.177;0;0
2020;12;CARGA GERAL;UREIA;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;7.859.326;0;0
2020;12;CARGA GERAL;UREIA;;IMPORTACAO/LONGO CURSO;TUP;3.140.113;0;0
2020;12;CARGA GERAL;VAM / ACRILATO / ISOPROPANOL / ACIDO ACETICO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;348.261;0;0
2020;12;CARGA GERAL;VEICULOS;;IMPORT/EXPORT/LONGO CURSO;TUP;399;108;14
2020;12;CARGA GERAL;VOLUMES;;IMPORTACAO/LONGO CURSO;TUP;19.500;947;164
2020;12;CONTEINER;ACUCAR;;EXPORTACAO/LONGO CURSO;TUP;13.088.330;0;0
2020;12;CONTEINER;ACUCAR A GRANEL;;EXPORTACAO/LONGO CURSO;TUP;4.448.300;0;0
2020;12;CONTEINER;ACUCAR A GRANEL;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;2.790.000;0;0
2020;12;CONTEINER;ACUCAR A GRANEL;;IMPORT/EXPORT/LONGO CURSO;TUP;465.000;0;0
2020;12;CONTEINER;ACUCAR GRANEL;;EXPORTACAO/LONGO CURSO;TUP;582.680;0;0
2020;12;CONTEINER;ALCOOL;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;2.507.292;0;0
2020;12;CONTEINER;ALCOOL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;946.462;0;0
2020;12;CONTEINER;ALCOOL HIDRATADO;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;478.636;0;0
2020;12;CONTEINER;ALCOOL NONENO TETRAMERO;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;914.473;0;0
2020;12;CONTEINER;BENZENO;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;113.388;0;0
2020;12;CONTEINER;C O M B U S T I V E L;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;618.913;0;0
2020;12;CONTEINER;CC / VLS;;EXPORTACAO/LONGO CURSO;TUP;216;21;21
2020;12;CONTEINER;CELULOSE;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.219.000;601580;844
2020;12;CONTEINER;CELULOSE;;EXPORTACAO/LONGO CURSO;TUP;1.687.000;832115;1161
2020;12;CONTEINER;CELULOSE;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.720.405;1165816;2236
2020;12;CONTEINER;CELULOSE;;IMPORTACAO/LONGO CURSO;TUP;240.057;162672;312
2020;12;CONTEINER;CONTAINER;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2020;12;CONTEINER;CONTAINERS;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2020;12;CONTEINER;CONTEINERES;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2020;12;CONTEINER;DIESEL / GASOLINA;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;67.855;0;0
2020;12;CONTEINER;DIESEL MARITIMO;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;55.354;0;0
2020;12;CONTEINER;ETHANOL;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;2.836.434;0;0
2020;12;CONTEINER;FARDOS DE CELULOSE;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;337.500;168750;729
2020;12;CONTEINER;FARELO DE SOJA;;EXPORTACAO/LONGO CURSO;TUP;3.225.129;0;0
2020;12;CONTEINER;FARELO DESOJA;;EXPORTACAO/LONGO CURSO;TUP;1.267.980;0;0
2020;12;CONTEINER;FENOL;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;1.097.093;0;0
2020;12;CONTEINER;GASOLINA;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;175.028;0;0
2020;12;CONTEINER;GASOLINA;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;30.879;0;0
2020;12;CONTEINER;GASOLINA / DIESEL MARITIMO;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;161.822;0;0
2020;12;CONTEINER;GASOLINA / DIESEL S500;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;249.101;0;0
2020;12;CONTEINER;GASOLINA /DIESEL S 500;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;87.789;0;0
2020;12;CONTEINER;GASOLINA/DIESEL S500;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;114.437;0;0
2020;12;CONTEINER;GASOLINA/DIESELS500;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;230.504;0;0
2020;12;CONTEINER;MILHO;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.129.131;0;0
2020;12;CONTEINER;MILHO;;EXPORTACAO/LONGO CURSO;TUP;18.585.279;0;0
2020;12;CONTEINER;MILHO A GRANEL;;EXPORTACAO/LONGO CURSO;TUP;8.564.133;0;0
2020;12;CONTEINER;MILHO GRANEL;;EXPORTACAO/LONGO CURSO;TUP;137.491;0;0
2020;12;CONTEINER;OLEO COMBUSTIVEL;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;550.945;0;0
2020;12;CONTEINER;OLEO DIESEL MARITIMO;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;49.111;0;0
2020;12;CONTEINER;OLEO DIESEL MARITIMO;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;328.183;0;0
2020;12;CONTEINER;OLEO DIESEL S10 E S500;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;138.219;0;0
2020;12;CONTEINER;OLEO DIESEL S500;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;113.508;0;0
2020;12;CONTEINER;OLEO DIESEL S500 E GASOLINA;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;382.823;0;0
2020;12;CONTEINER;OLEO DIESEL S500 S10 GASOLINA;;EXPORTACAO/CABOTAGEM;PORTO ORGANIZADO;166.702;0;0
2020;12;CONTEINER;PELLETES;;EXPORTACAO/LONGO CURSO;TUP;729.818;0;0
2020;12;CONTEINER;SUCO A GRANEL;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;794.198;0;0
2020;12;CONTEINER;SUCO CITRICO;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;158.453;0;0
2020;12;CONTEINER;SUCO DE LARANJA;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;598.469;0;0
2020;12;CONTEINER;SUCO DE LARANJA A GRANEL;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;130.590;0;0
2020;12;CONTEINER;VEICULOS;;EXPORTACAO/LONGO CURSO;TUP;35.729;14078;350
2020;12;CONTEINER;VEICULOS / MAQUINAS;;EXPORTACAO/LONGO CURSO;TUP;9.185;5061;42
2020;12;CONTEINER;VOLUMES;;EXPORTACAO/LONGO CURSO;TUP;34.369;3253;265
2020;12;GRANEIS DE ORIGEM VEGETAL;BTX/AC FOSFORICO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;946.462;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CC/VCL/VOLS;;IMPORT/EXPORT/LONGO CURSO;TUP;14.791;8976;66
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTAINER;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTAINER;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTAINER;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTAINERS;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTAINERS;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINER;;IMPORT/EXPORT/LONGO CURSO;TUP;5.936;32;32
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINER S;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINER S;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINER S;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINERES;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINERES;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINERES;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINERS;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTEINREES;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;CONTINER S;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;D/E/CC/VRS;;IMPORT/EXPORT/LONGO CURSO;TUP;53.836;8568;42
2020;12;GRANEIS DE ORIGEM VEGETAL;ORTOXILENO ETHANOLPLURACTACIDOEZOLEM;;IMPORT/EXPORT/CABOTAGEM;PORTO ORGANIZADO;96.068;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;PKO OLEO DE PALMA/ALCOOL;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;561.144;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;PRODUTOS DIVERSOS;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;348.261;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;VAN / ACIDO ACETICO / ESTIRENO / POTASSA / PGI;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;958.719;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;VAN / ACIDO ACETICO / ESTIRENO / POTASSA / PGI;;IMPORT/EXPORT/LONGO CURSO;TUP;89.183;0;0
2020;12;GRANEIS DE ORIGEM VEGETAL;VEICULOS;;EXPORTACAO/LONGO CURSO;TUP;3.869;2166;6
2020;12;GRANEIS DE ORIGEM VEGETAL;VEICULOS;;IMPORT/EXPORT/LONGO CURSO;TUP;19.119;11350;98
2020;12;GRANEIS DE ORIGEM VEGETAL;VEICULOS / MAQUINAS / CARGA GERAL;;IMPORT/EXPORT/LONGO CURSO;TUP;3.514;1730;10
2020;12;GRANEIS DE ORIGEM VEGETAL;VEICULOS /MAQUINAS;;IMPORT/EXPORT/LONGO CURSO;TUP;29.063;7146;288
2020;12;GRANEIS DE ORIGEM VEGETAL;VOLS/CC/VCLS;;EXPORTACAO/LONGO CURSO;TUP;10.068;850;25
2020;12;LIQUIDOS A GRANEL;REPARO;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2020;12;LIQUIDOS A GRANEL;;;EXPORTACAO/LONGO CURSO;TUP;314.600;0;0
2021;1;CARGA GERAL;ACIDO ACETICO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;207.364;0;0
2021;1;CARGA GERAL;ACIDO ACETICO/ESTIRENO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;78.767;0;0
2021;1;CARGA GERAL;ACRILATO DWE BUTILA / ESTIRENO / ACIDO ACETICO;;IMPORT/EXPORT/LONGO CURSO;PORTO ORGANIZADO;835.549;0;0
2021;1;CARGA GERAL;ACRILATO DWE BUTILA / ESTIRENO / ACIDO ACETICO;;IMPORT/EXPORT/LONGO CURSO;TUP;55.703;0;0
2021;1;CARGA GERAL;ALCOOL;;EXPORTACAO/LONGO CURSO;PORTO ORGANIZADO;31.438;0;0
2021;1;CARGA GERAL;ALCOOL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;34.600;0;0
2021;1;CARGA GERAL;AMODRIL 1000;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;14.772;0;0
2021;1;CARGA GERAL;AMODRIL 1000;;IMPORTACAO/LONGO CURSO;TUP;29.544;0;0
2021;1;CARGA GERAL;B E N Z E N O;;IMPORT/EXPORT/CABOTAGEM;PORTO ORGANIZADO;266.415;0;0
2021;1;CARGA GERAL;CLORETO / NITRATO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;731.830;0;0
2021;1;CARGA GERAL;CLORETO DE POTASSIO;;IMPORTACAO/LONGO CURSO;TUP;432.494;0;0
2021;1;CARGA GERAL;CLORETO DE POTASSIO GRANULADO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;110.000;0;0
2021;1;CARGA GERAL;CLORETO GRANULADO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;818.580;0;0
2021;1;CARGA GERAL;CLORETO GRANULADO;;IMPORTACAO/LONGO CURSO;TUP;570.119;0;0
2021;1;CARGA GERAL;CLP GRANULADO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;1.031.750;0;0
2021;1;CARGA GERAL;CONTAINER;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2021;1;CARGA GERAL;CONTEINERES;;EXPORTACAO/LONGO CURSO;TUP;0;0;0
2021;1;CARGA GERAL;CONTEINERES;;IMPORT/EXPORT/CABOTAGEM;TUP;0;0;0
2021;1;CARGA GERAL;CONTEINERES;;IMPORT/EXPORT/LONGO CURSO;TUP;0;0;0
2021;1;CARGA GERAL;DIESEL S10;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;41.485;0;0
2021;1;CARGA GERAL;DIESEL S10;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;971.038;0;0
2021;1;CARGA GERAL;ENXOFRE;;IMPORTACAO/LONGO CURSO;TUP;1.067.151;0;0
2021;1;CARGA GERAL;FERTILIZANTE MAP;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;561.000;0;0
2021;1;CARGA GERAL;FERTILIZANTES MOP/KCL;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;3.256.869;0;0
2021;1;CARGA GERAL;GR LIQ N ESPEC;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;60.918;0;0
2021;1;CARGA GERAL;GR LIQ N ESPEC;;IMPORTACAO/CABOTAGEM;TUP;43.513;0;0
2021;1;CARGA GERAL;GR LIQU N ESPECIF;;IMPORTACAO/CABOTAGEM;PORTO ORGANIZADO;34.019;0;0
2021;1;CARGA GERAL;HEXENO EXXAL ISOPAR L SOLVESSO;;IMPORTACAO/LONGO CURSO;PORTO ORGANIZADO;41.914;0;0
